mobId,name,mobL,playerL,weapon,aura,armor,skill,build,vials,wins/reps,ttk_med_s,ttk_p90_s,endhp_med_frac
1001,Marsh Rat        ,1,1,fists,0,0,0,str,0,7/7,4.0,4.0,0.91
1001,Marsh Rat        ,1,1,2001,0,0,0,str,0,7/7,1.6,3.2,0.96
1001,Marsh Rat        ,1,1,2002,0,0,0,str,0,7/7,0.8,2.5,0.96
1001,Marsh Rat        ,1,1,2002,1,2101,0,str,0,7/7,0.8,2.5,0.97
1001,Marsh Rat        ,1,1,2002,1,2101,1,str,4,7/7,0.8,0.8,1.00
1001,Marsh Rat        ,1,1,2002,4,2102,1,str,6,7/7,0.1,0.8,1.00
1001,Marsh Rat        ,1,3,fists,0,0,0,str,0,7/7,2.5,4.0,0.92
1001,Marsh Rat        ,1,3,2001,0,0,0,str,0,7/7,1.6,3.2,0.96
1001,Marsh Rat        ,1,3,2002,0,0,0,str,0,7/7,0.8,2.5,0.96
1001,Marsh Rat        ,1,3,2002,1,2101,0,str,0,7/7,0.8,2.5,0.97
1001,Marsh Rat        ,1,3,2002,1,2101,1,str,4,7/7,0.8,0.8,1.00
1001,Marsh Rat        ,1,3,2002,4,2102,1,str,6,7/7,0.1,0.8,1.00
1002,Feral Ghoul      ,3,2,fists,0,0,0,str,0,7/7,8.8,12.1,0.46
1002,Feral Ghoul      ,3,2,2001,0,0,0,str,0,7/7,4.8,6.5,0.64
1002,Feral Ghoul      ,3,2,2002,0,0,0,str,0,7/7,2.5,4.0,0.73
1002,Feral Ghoul      ,3,2,2002,1,2101,0,str,0,7/7,2.5,3.2,0.84
1002,Feral Ghoul      ,3,2,2002,1,2101,1,str,4,7/7,1.6,2.0,0.84
1002,Feral Ghoul      ,3,2,2002,4,2102,1,str,6,7/7,0.8,2.0,0.92
1002,Feral Ghoul      ,3,3,fists,0,0,0,str,0,7/7,8.8,11.2,0.58
1002,Feral Ghoul      ,3,3,2001,0,0,0,str,0,7/7,4.8,4.8,0.66
1002,Feral Ghoul      ,3,3,2002,0,0,0,str,0,7/7,2.5,4.0,0.75
1002,Feral Ghoul      ,3,3,2002,1,2101,0,str,0,7/7,1.6,3.2,0.92
1002,Feral Ghoul      ,3,3,2002,1,2101,1,str,4,7/7,1.6,2.0,0.85
1002,Feral Ghoul      ,3,3,2002,4,2102,1,str,6,7/7,0.8,2.0,0.92
1002,Feral Ghoul      ,3,5,fists,0,0,0,str,0,7/7,7.2,8.8,0.62
1002,Feral Ghoul      ,3,5,2001,0,0,0,str,0,7/7,4.8,4.8,0.69
1002,Feral Ghoul      ,3,5,2002,0,0,0,str,0,7/7,2.5,3.2,0.85
1002,Feral Ghoul      ,3,5,2002,1,2101,0,str,0,7/7,1.6,3.2,0.93
1002,Feral Ghoul      ,3,5,2002,1,2101,1,str,4,7/7,1.6,2.0,0.93
1002,Feral Ghoul      ,3,5,2002,4,2102,1,str,6,7/7,0.8,2.0,0.93
1003,Hollow Hound     ,5,4,fists,0,0,0,str,0,1/7,8.9,10.5,0.00
1003,Hollow Hound     ,5,4,2001,0,0,0,str,0,2/7,8.8,8.9,0.00
1003,Hollow Hound     ,5,4,2002,0,0,0,str,0,5/7,4.8,7.3,0.54
1003,Hollow Hound     ,5,4,2002,1,2101,0,str,0,7/7,4.0,6.5,0.57
1003,Hollow Hound     ,5,4,2002,1,2101,1,str,4,7/7,2.5,3.2,0.71
1003,Hollow Hound     ,5,4,2002,4,2102,1,str,6,7/7,2.0,5.7,0.80
1003,Hollow Hound     ,5,5,fists,0,0,0,str,0,2/7,9.7,11.2,0.00
1003,Hollow Hound     ,5,5,2001,0,0,0,str,0,4/7,9.7,10.4,0.01
1003,Hollow Hound     ,5,5,2002,0,0,0,str,0,7/7,4.8,8.8,0.56
1003,Hollow Hound     ,5,5,2002,1,2101,0,str,0,7/7,4.0,6.5,0.59
1003,Hollow Hound     ,5,5,2002,1,2101,1,str,4,7/7,2.5,3.2,0.73
1003,Hollow Hound     ,5,5,2002,4,2102,1,str,6,7/7,2.0,4.0,0.81
1003,Hollow Hound     ,5,7,fists,0,0,0,str,0,2/7,9.7,11.2,0.00
1003,Hollow Hound     ,5,7,2001,0,0,0,str,0,4/7,9.7,9.7,0.10
1003,Hollow Hound     ,5,7,2002,0,0,0,str,0,7/7,4.0,6.5,0.60
1003,Hollow Hound     ,5,7,2002,1,2101,0,str,0,7/7,3.2,6.5,0.63
1003,Hollow Hound     ,5,7,2002,1,2101,1,str,4,7/7,2.5,3.2,0.75
1003,Hollow Hound     ,5,7,2002,4,2102,1,str,6,7/7,2.0,4.0,0.83
1004,Plague Bat       ,2,1,fists,0,0,0,str,0,7/7,4.0,5.7,0.68
1004,Plague Bat       ,2,1,2001,0,0,0,str,0,7/7,0.8,4.0,0.86
1004,Plague Bat       ,2,1,2002,0,0,0,str,0,7/7,0.8,2.5,0.91
1004,Plague Bat       ,2,1,2002,1,2101,0,str,0,7/7,0.1,0.1,1.00
1004,Plague Bat       ,2,1,2002,1,2101,1,str,4,7/7,0.1,0.1,1.00
1004,Plague Bat       ,2,1,2002,4,2102,1,str,6,7/7,0.1,0.8,1.00
1004,Plague Bat       ,2,2,fists,0,0,0,str,0,7/7,4.0,5.7,0.70
1004,Plague Bat       ,2,2,2001,0,0,0,str,0,7/7,0.8,2.5,0.92
1004,Plague Bat       ,2,2,2002,0,0,0,str,0,7/7,0.8,2.5,0.92
1004,Plague Bat       ,2,2,2002,1,2101,0,str,0,7/7,0.1,0.1,1.00
1004,Plague Bat       ,2,2,2002,1,2101,1,str,4,7/7,0.1,0.1,1.00
1004,Plague Bat       ,2,2,2002,4,2102,1,str,6,7/7,0.1,0.8,1.00
1004,Plague Bat       ,2,4,fists,0,0,0,str,0,7/7,4.0,5.7,0.73
1004,Plague Bat       ,2,4,2001,0,0,0,str,0,7/7,0.8,2.5,0.93
1004,Plague Bat       ,2,4,2002,0,0,0,str,0,7/7,0.1,0.1,1.00
1004,Plague Bat       ,2,4,2002,1,2101,0,str,0,7/7,0.1,0.1,1.00
1004,Plague Bat       ,2,4,2002,1,2101,1,str,4,7/7,0.1,0.1,1.00
1004,Plague Bat       ,2,4,2002,4,2102,1,str,6,7/7,0.1,0.1,1.00
1005,Bonepicker Gnoll ,7,6,fists,0,0,0,str,0,0/7,9.1,11.1,0.00
1005,Bonepicker Gnoll ,7,6,2001,0,0,0,str,0,1/7,9.1,9.7,0.00
1005,Bonepicker Gnoll ,7,6,2002,0,0,0,str,0,3/7,8.1,9.1,0.00
1005,Bonepicker Gnoll ,7,6,2002,1,2101,0,str,0,6/7,6.5,7.2,0.23
1005,Bonepicker Gnoll ,7,6,2002,1,2101,1,str,4,7/7,4.8,6.0,0.61
1005,Bonepicker Gnoll ,7,6,2002,4,2102,1,str,6,7/7,4.0,5.7,0.68
1005,Bonepicker Gnoll ,7,7,fists,0,0,0,str,0,0/7,9.1,11.1,0.00
1005,Bonepicker Gnoll ,7,7,2001,0,0,0,str,0,1/7,9.1,9.1,0.00
1005,Bonepicker Gnoll ,7,7,2002,0,0,0,str,0,5/7,7.1,8.1,0.22
1005,Bonepicker Gnoll ,7,7,2002,1,2101,0,str,0,6/7,6.5,8.1,0.26
1005,Bonepicker Gnoll ,7,7,2002,1,2101,1,str,4,7/7,4.0,6.0,0.63
1005,Bonepicker Gnoll ,7,7,2002,4,2102,1,str,6,7/7,4.0,5.7,0.69
1005,Bonepicker Gnoll ,7,9,fists,0,0,0,str,0,0/7,10.1,13.1,0.00
1005,Bonepicker Gnoll ,7,9,2001,0,0,0,str,0,2/7,10.1,11.1,0.00
1005,Bonepicker Gnoll ,7,9,2002,0,0,0,str,0,5/7,7.2,8.1,0.28
1005,Bonepicker Gnoll ,7,9,2002,1,2101,0,str,0,6/7,5.7,8.1,0.44
1005,Bonepicker Gnoll ,7,9,2002,1,2101,1,str,4,7/7,4.0,4.0,0.66
1005,Bonepicker Gnoll ,7,9,2002,4,2102,1,str,6,7/7,4.0,5.7,0.68
1006,Charnel Widow    ,9,8,fists,0,0,0,str,0,0/7,7.3,8.2,0.00
1006,Charnel Widow    ,9,8,2001,0,0,0,str,0,0/7,7.3,8.2,0.00
1006,Charnel Widow    ,9,8,2002,0,0,0,str,0,1/7,7.2,8.2,0.00
1006,Charnel Widow    ,9,8,2002,1,2101,0,str,0,1/7,6.4,8.2,0.00
1006,Charnel Widow    ,9,8,2002,1,2101,1,str,4,7/7,8.1,8.8,0.56
1006,Charnel Widow    ,9,8,2002,4,2102,1,str,6,7/7,7.2,8.1,0.72
1006,Charnel Widow    ,9,9,fists,0,0,0,str,0,0/7,7.3,8.2,0.00
1006,Charnel Widow    ,9,9,2001,0,0,0,str,0,0/7,7.3,8.2,0.00
1006,Charnel Widow    ,9,9,2002,0,0,0,str,0,1/7,7.2,8.2,0.00
1006,Charnel Widow    ,9,9,2002,1,2101,0,str,0,1/7,7.3,9.1,0.00
1006,Charnel Widow    ,9,9,2002,1,2101,1,str,4,7/7,6.0,8.1,0.62
1006,Charnel Widow    ,9,9,2002,4,2102,1,str,6,7/7,7.2,8.1,0.73
1006,Charnel Widow    ,9,11,fists,0,0,0,str,0,0/7,7.3,8.2,0.00
1006,Charnel Widow    ,9,11,2001,0,0,0,str,0,1/7,7.3,8.2,0.00
1006,Charnel Widow    ,9,11,2002,0,0,0,str,0,1/7,6.5,8.2,0.00
1006,Charnel Widow    ,9,11,2002,1,2101,0,str,0,2/7,7.3,9.1,0.00
1006,Charnel Widow    ,9,11,2002,1,2101,1,str,4,7/7,6.0,8.1,0.61
1006,Charnel Widow    ,9,11,2002,4,2102,1,str,6,7/7,7.2,8.1,0.55
1007,Waxen Celebrant  ,11,10,fists,0,0,0,str,0,0/7,4.5,7.8,0.00
1007,Waxen Celebrant  ,11,10,2001,0,0,0,str,0,0/7,4.5,7.8,0.00
1007,Waxen Celebrant  ,11,10,2002,0,0,0,str,0,0/7,4.5,7.8,0.00
1007,Waxen Celebrant  ,11,10,2002,1,2101,0,str,0,1/7,5.6,7.8,0.00
1007,Waxen Celebrant  ,11,10,2002,1,2101,1,str,4,7/7,6.5,8.8,0.59
1007,Waxen Celebrant  ,11,10,2002,4,2102,1,str,6,7/7,8.1,8.8,0.71
1007,Waxen Celebrant  ,11,11,fists,0,0,0,str,0,0/7,5.6,8.9,0.00
1007,Waxen Celebrant  ,11,11,2001,0,0,0,str,0,0/7,5.6,8.9,0.00
1007,Waxen Celebrant  ,11,11,2002,0,0,0,str,0,1/7,5.6,8.8,0.00
1007,Waxen Celebrant  ,11,11,2002,1,2101,0,str,0,1/7,5.6,7.8,0.00
1007,Waxen Celebrant  ,11,11,2002,1,2101,1,str,4,7/7,6.5,8.8,0.61
1007,Waxen Celebrant  ,11,11,2002,4,2102,1,str,6,7/7,8.1,8.8,0.72
1008,Revenant Sexton  ,12,11,fists,0,0,0,str,0,0/7,5.1,5.1,0.00
1008,Revenant Sexton  ,12,11,2001,0,0,0,str,0,0/7,5.1,5.1,0.00
1008,Revenant Sexton  ,12,11,2002,0,0,0,str,0,0/7,5.1,5.1,0.00
1008,Revenant Sexton  ,12,11,2002,1,2101,0,str,0,0/7,5.1,5.1,0.00
1008,Revenant Sexton  ,12,11,2002,1,2101,1,str,4,1/7,10.1,11.1,0.00
1008,Revenant Sexton  ,12,11,2002,4,2102,1,str,6,6/7,14.1,14.4,0.55
1008,Revenant Sexton  ,12,12,fists,0,0,0,str,0,0/7,5.1,5.1,0.00
1008,Revenant Sexton  ,12,12,2001,0,0,0,str,0,0/7,5.1,5.1,0.00
1008,Revenant Sexton  ,12,12,2002,0,0,0,str,0,0/7,5.1,5.1,0.00
1008,Revenant Sexton  ,12,12,2002,1,2101,0,str,0,0/7,5.1,5.1,0.00
1008,Revenant Sexton  ,12,12,2002,1,2101,1,str,4,2/7,10.1,11.1,0.00
1008,Revenant Sexton  ,12,12,2002,4,2102,1,str,6,6/7,14.1,14.4,0.56
1010,Sepulcher Elite  ,12,11,fists,0,0,0,str,0,0/7,5.1,6.1,0.00
1010,Sepulcher Elite  ,12,11,2001,0,0,0,str,0,0/7,5.1,6.1,0.00
1010,Sepulcher Elite  ,12,11,2002,0,0,0,str,0,0/7,5.1,6.1,0.00
1010,Sepulcher Elite  ,12,11,2002,1,2101,0,str,0,0/7,5.1,6.1,0.00
1010,Sepulcher Elite  ,12,11,2002,1,2101,1,str,4,1/7,10.1,12.1,0.00
1010,Sepulcher Elite  ,12,11,2002,4,2102,1,str,6,6/7,12.8,13.7,0.48
